Locus_tag	OperonID	Description
MSMEG_5124	operon_2253	NC_008596.1|gene5122|MSMEG_5124
MSMEG_5125	operon_2254	NC_008596.1|gene5123|MSMEG_5125
MSMEG_5126	operon_2255	NC_008596.1|gene5124|MSMEG_5126|fbiC
MSMEG_5127	operon_2256	NC_008596.1|gene5125|MSMEG_5127
MSMEG_5128	operon_2257	NC_008596.1|gene5126|MSMEG_5128
MSMEG_5129	operon_2257	NC_008596.1|gene5127|MSMEG_5129
MSMEG_5130	operon_2257	NC_008596.1|gene5128|MSMEG_5130
MSMEG_5131	operon_2258	NC_008596.1|gene5129|MSMEG_5131
MSMEG_5132	operon_2259	NC_008596.1|gene5130|MSMEG_5132|typA
MSMEG_5133	operon_2260	NC_008596.1|gene5131|MSMEG_5133
MSMEG_5134	operon_2260	NC_008596.1|gene5132|MSMEG_5134
MSMEG_5135	operon_2260	NC_008596.1|gene5133|MSMEG_5135
MSMEG_5136	operon_2261	NC_008596.1|gene5134|MSMEG_5136
MSMEG_5137	operon_2261	NC_008596.1|gene5135|MSMEG_5137|narI
MSMEG_5138	operon_2261	NC_008596.1|gene5136|MSMEG_5138|narJ
MSMEG_5139	operon_2261	NC_008596.1|gene5137|MSMEG_5139|narH
MSMEG_5140	operon_2261	NC_008596.1|gene5138|MSMEG_5140
MSMEG_5141	operon_2261	NC_008596.1|gene5139|MSMEG_5141
MSMEG_5142	operon_2261	NC_008596.1|gene5140|MSMEG_5142
MSMEG_5143	operon_2261	NC_008596.1|gene5141|MSMEG_5143
MSMEG_5144	operon_2261	NC_008596.1|gene5142|MSMEG_5144
MSMEG_5145	operon_2262	NC_008596.1|gene5143|MSMEG_5145
MSMEG_5146	operon_2262	NC_008596.1|gene5144|MSMEG_5146
MSMEG_5147	operon_2262	NC_008596.1|gene5145|MSMEG_5147
MSMEG_5148	operon_2263	NC_008596.1|gene5146|MSMEG_5148
MSMEG_5150	operon_2264	NC_008596.1|gene5147|MSMEG_5150|phhB
MSMEG_5149	operon_2265	NC_008596.1|gene5148|MSMEG_5149|pimE
MSMEG_5152	operon_2266	NC_008596.1|gene5149|MSMEG_5152
MSMEG_5151	operon_2266	NC_008596.1|gene5150|MSMEG_5151
MSMEG_5153	operon_2266	NC_008596.1|gene5151|MSMEG_5153
MSMEG_5154	operon_2267	NC_008596.1|gene5152|MSMEG_5154
MSMEG_5155	operon_2268	NC_008596.1|gene5153|MSMEG_5155
MSMEG_5156	operon_2269	NC_008596.1|gene5154|MSMEG_5156
MSMEG_5157	operon_2270	NC_008596.1|gene5155|MSMEG_5157
MSMEG_5158	operon_2270	NC_008596.1|gene5156|MSMEG_5158
MSMEG_5159	operon_2270	NC_008596.1|gene5157|MSMEG_5159
MSMEG_5160	operon_2270	NC_008596.1|gene5158|MSMEG_5160
MSMEG_5161	operon_2270	NC_008596.1|gene5159|MSMEG_5161
MSMEG_5162	operon_2271	NC_008596.1|gene5160|MSMEG_5162
MSMEG_5163	operon_2272	NC_008596.1|gene5161|MSMEG_5163
MSMEG_5164	operon_2272	NC_008596.1|gene5162|MSMEG_5164
MSMEG_5165	operon_2273	NC_008596.1|gene5163|MSMEG_5165
MSMEG_5166	operon_2273	NC_008596.1|gene5164|MSMEG_5166
MSMEG_5167	operon_2273	NC_008596.1|gene5165|MSMEG_5167
MSMEG_5168	operon_2273	NC_008596.1|gene5166|MSMEG_5168
MSMEG_5169	operon_2274	NC_008596.1|gene5167|MSMEG_5169
MSMEG_5170	operon_2274	NC_008596.1|gene5168|MSMEG_5170
MSMEG_5171	operon_2275	NC_008596.1|gene5169|MSMEG_5171
MSMEG_5172	operon_2275	NC_008596.1|gene5170|MSMEG_5172
MSMEG_5173	operon_2275	NC_008596.1|gene5171|MSMEG_5173
MSMEG_5174	operon_2276	NC_008596.1|gene5172|MSMEG_5174
MSMEG_5175	operon_2277	NC_008596.1|gene5173|MSMEG_5175
MSMEG_5176	operon_2278	NC_008596.1|gene5174|MSMEG_5176
MSMEG_5177	operon_2278	NC_008596.1|gene5175|MSMEG_5177
MSMEG_5178	operon_2278	NC_008596.1|gene5176|MSMEG_5178
MSMEG_5179	operon_2279	NC_008596.1|gene5177|MSMEG_5179
MSMEG_5180	operon_2279	NC_008596.1|gene5178|MSMEG_5180
MSMEG_5181	operon_2280	NC_008596.1|gene5179|MSMEG_5181
MSMEG_5182	operon_2281	NC_008596.1|gene5180|MSMEG_5182
MSMEG_5183	operon_2281	NC_008596.1|gene5181|MSMEG_5183
MSMEG_5184	operon_2281	NC_008596.1|gene5182|MSMEG_5184
MSMEG_5185	operon_2282	NC_008596.1|gene5183|MSMEG_5185
MSMEG_5186	operon_2283	NC_008596.1|gene5184|MSMEG_5186
MSMEG_5187	operon_2284	NC_008596.1|gene5185|MSMEG_5187
MSMEG_5188	operon_2285	NC_008596.1|gene5186|MSMEG_5188
MSMEG_5189	operon_2285	NC_008596.1|gene5187|MSMEG_5189
MSMEG_5190	operon_2285	NC_008596.1|gene5188|MSMEG_5190
MSMEG_5192	operon_2286	NC_008596.1|gene5189|MSMEG_5192
MSMEG_5191	operon_2287	NC_008596.1|gene5190|MSMEG_5191
MSMEG_5193	operon_2287	NC_008596.1|gene5191|MSMEG_5193
MSMEG_5194	operon_2288	NC_008596.1|gene5192|MSMEG_5194
MSMEG_5195	operon_2289	NC_008596.1|gene5193|MSMEG_5195
MSMEG_5196	operon_2290	NC_008596.1|gene5194|MSMEG_5196
MSMEG_5197	operon_2291	NC_008596.1|gene5195|MSMEG_5197
MSMEG_5198	operon_2291	NC_008596.1|gene5196|MSMEG_5198
MSMEG_5199	operon_2291	NC_008596.1|gene5197|MSMEG_5199
MSMEG_5201	operon_2292	NC_008596.1|gene5198|MSMEG_5201
MSMEG_5200	operon_2293	NC_008596.1|gene5199|MSMEG_5200
MSMEG_5202	operon_2293	NC_008596.1|gene5200|MSMEG_5202
MSMEG_5203	operon_2293	NC_008596.1|gene5201|MSMEG_5203
MSMEG_5204	operon_2293	NC_008596.1|gene5202|MSMEG_5204
MSMEG_5206	operon_2294	NC_008596.1|gene5203|MSMEG_5206
MSMEG_5205	operon_2295	NC_008596.1|gene5204|MSMEG_5205
MSMEG_5207	operon_2295	NC_008596.1|gene5205|MSMEG_5207
MSMEG_5208	operon_2295	NC_008596.1|gene5206|MSMEG_5208
MSMEG_5209	operon_2296	NC_008596.1|gene5207|MSMEG_5209
MSMEG_5211	operon_2296	NC_008596.1|gene5208|MSMEG_5211
MSMEG_5210	operon_2297	NC_008596.1|gene5209|MSMEG_5210
MSMEG_5212	operon_2298	NC_008596.1|gene5210|MSMEG_5212
MSMEG_5213	operon_2299	NC_008596.1|gene5211|MSMEG_5213
MSMEG_5214	operon_2299	NC_008596.1|gene5212|MSMEG_5214
MSMEG_5215	operon_2299	NC_008596.1|gene5213|MSMEG_5215
MSMEG_5216	operon_2300	NC_008596.1|gene5214|MSMEG_5216
MSMEG_5217	operon_2301	NC_008596.1|gene5215|MSMEG_5217
MSMEG_5218	operon_2301	NC_008596.1|gene5216|MSMEG_5218
MSMEG_5219	operon_2301	NC_008596.1|gene5217|MSMEG_5219
MSMEG_5220	operon_2301	NC_008596.1|gene5218|MSMEG_5220
MSMEG_5221	operon_2301	NC_008596.1|gene5219|MSMEG_5221
MSMEG_5222	operon_2301	NC_008596.1|gene5220|MSMEG_5222|ychF
MSMEG_5223	operon_2302	NC_008596.1|gene5221|MSMEG_5223
MSMEG_5224	operon_2303	NC_008596.1|gene5222|MSMEG_5224|ispH
MSMEG_5225	operon_2304	NC_008596.1|gene5223|MSMEG_5225
MSMEG_5226	operon_2304	NC_008596.1|gene5224|MSMEG_5226|xseA
MSMEG_5227	operon_2304	NC_008596.1|gene5225|MSMEG_5227|xseB
MSMEG_5228	operon_2304	NC_008596.1|gene5226|MSMEG_5228
MSMEG_5229	operon_2305	NC_008596.1|gene5227|MSMEG_5229
MSMEG_5230	operon_2305	NC_008596.1|gene5228|MSMEG_5230
MSMEG_5231	operon_2305	NC_008596.1|gene5229|MSMEG_5231
MSMEG_5232	operon_2306	NC_008596.1|gene5230|MSMEG_5232
MSMEG_5233	operon_2307	NC_008596.1|gene5231|MSMEG_5233
MSMEG_5234	operon_2307	NC_008596.1|gene5232|MSMEG_5234
MSMEG_5235	operon_2307	NC_008596.1|gene5233|MSMEG_5235
MSMEG_5237	operon_2307	NC_008596.1|gene5234|MSMEG_5237
MSMEG_5236	operon_2308	NC_008596.1|gene5235|MSMEG_5236
MSMEG_5238	operon_2308	NC_008596.1|gene5236|MSMEG_5238
MSMEG_5239	operon_2309	NC_008596.1|gene5237|MSMEG_5239|glpX
MSMEG_5240	operon_2309	NC_008596.1|gene5238|MSMEG_5240|fumC
MSMEG_5241	operon_2310	NC_008596.1|gene5239|MSMEG_5241
MSMEG_5242	operon_2310	NC_008596.1|gene5240|MSMEG_5242
MSMEG_5243	operon_2310	NC_008596.1|gene5241|MSMEG_5243
MSMEG_5244	operon_2310	NC_008596.1|gene5242|MSMEG_5244
MSMEG_5245	operon_2310	NC_008596.1|gene5243|MSMEG_5245
MSMEG_5246	operon_2310	NC_008596.1|gene5244|MSMEG_5246
MSMEG_5247	operon_2310	NC_008596.1|gene5245|MSMEG_5247
MSMEG_5248	operon_2311	NC_008596.1|gene5246|MSMEG_5248
MSMEG_5249	operon_2311	NC_008596.1|gene5247|MSMEG_5249|glyA
MSMEG_5250	operon_2311	NC_008596.1|gene5248|MSMEG_5250
MSMEG_5252	operon_2312	NC_008596.1|gene5249|MSMEG_5252|coaA
MSMEG_5251	operon_2313	NC_008596.1|gene5250|MSMEG_5251
MSMEG_5253	operon_2313	NC_008596.1|gene5251|MSMEG_5253
MSMEG_5254	operon_2313	NC_008596.1|gene5252|MSMEG_5254
MSMEG_5255	operon_2314	NC_008596.1|gene5253|MSMEG_5255
MSMEG_5256	operon_2314	NC_008596.1|gene5254|MSMEG_5256|uppS
MSMEG_5257	operon_2315	NC_008596.1|gene5255|MSMEG_5257
MSMEG_5258	operon_2316	NC_008596.1|gene5256|MSMEG_5258
MSMEG_5259	operon_2316	NC_008596.1|gene5257|MSMEG_5259
MSMEG_5260	operon_2316	NC_008596.1|gene5258|MSMEG_5260
MSMEG_5261	operon_2316	NC_008596.1|gene5259|MSMEG_5261
MSMEG_5262	operon_2317	NC_008596.1|gene5260|MSMEG_5262
MSMEG_5263	operon_2318	NC_008596.1|gene5261|MSMEG_5263|greA
MSMEG_5264	operon_2318	NC_008596.1|gene5262|MSMEG_5264
MSMEG_5265	operon_2319	NC_008596.1|gene5263|MSMEG_5265
MSMEG_5267	operon_2320	NC_008596.1|gene5264|MSMEG_5267
MSMEG_5266	operon_2321	NC_008596.1|gene5265|MSMEG_5266
MSMEG_5268	operon_2322	NC_008596.1|gene5266|MSMEG_5268
MSMEG_5269	operon_2323	NC_008596.1|gene5267|MSMEG_5269
MSMEG_5270	operon_2324	NC_008596.1|gene5268|MSMEG_5270
MSMEG_5271	operon_2324	NC_008596.1|gene5269|MSMEG_5271
MSMEG_5272	operon_2325	NC_008596.1|gene5270|MSMEG_5272
MSMEG_5273	operon_2325	NC_008596.1|gene5271|MSMEG_5273
MSMEG_5274	operon_2325	NC_008596.1|gene5272|MSMEG_5274|purT
MSMEG_5275	operon_2326	NC_008596.1|gene5273|MSMEG_5275
MSMEG_5276	operon_2327	NC_008596.1|gene5274|MSMEG_5276
MSMEG_5277	operon_2327	NC_008596.1|gene5275|MSMEG_5277
MSMEG_5278	operon_2327	NC_008596.1|gene5276|MSMEG_5278
MSMEG_5279	operon_2328	NC_008596.1|gene5277|MSMEG_5279
MSMEG_5280	operon_2328	NC_008596.1|gene5278|MSMEG_5280
MSMEG_5281	operon_2329	NC_008596.1|gene5279|MSMEG_5281
MSMEG_5282	operon_2330	NC_008596.1|gene5280|MSMEG_5282
MSMEG_5283	operon_2331	NC_008596.1|gene5281|MSMEG_5283
MSMEG_5284	operon_2332	NC_008596.1|gene5282|MSMEG_5284
MSMEG_5285	operon_2333	NC_008596.1|gene5283|MSMEG_5285
MSMEG_5287	operon_2334	NC_008596.1|gene5284|MSMEG_5287
MSMEG_5286	operon_2335	NC_008596.1|gene5285|MSMEG_5286|dapB
MSMEG_5288	operon_2335	NC_008596.1|gene5286|MSMEG_5288
MSMEG_5289	operon_2336	NC_008596.1|gene5287|MSMEG_5289
MSMEG_5290	operon_2337	NC_008596.1|gene5288|MSMEG_5290
MSMEG_5291	operon_2338	NC_008596.1|gene5289|MSMEG_5291
MSMEG_5292	operon_2339	NC_008596.1|gene5290|MSMEG_5292
MSMEG_5293	operon_2339	NC_008596.1|gene5291|MSMEG_5293
MSMEG_5294	operon_2340	NC_008596.1|gene5292|MSMEG_5294
MSMEG_5295	operon_2341	NC_008596.1|gene5293|MSMEG_5295
MSMEG_5296	operon_2341	NC_008596.1|gene5294|MSMEG_5296
MSMEG_5297	operon_2342	NC_008596.1|gene5295|MSMEG_5297
MSMEG_5299	operon_2342	NC_008596.1|gene5296|MSMEG_5299
MSMEG_5298	operon_2343	NC_008596.1|gene5297|MSMEG_5298
MSMEG_5300	operon_2343	NC_008596.1|gene5298|MSMEG_5300
MSMEG_5301	operon_2344	NC_008596.1|gene5299|MSMEG_5301
MSMEG_5302	operon_2345	NC_008596.1|gene5300|MSMEG_5302
MSMEG_5303	operon_2346	NC_008596.1|gene5301|MSMEG_5303|putP
MSMEG_5304	operon_2346	NC_008596.1|gene5302|MSMEG_5304
MSMEG_5306	operon_2346	NC_008596.1|gene5303|MSMEG_5306
MSMEG_5305	operon_2347	NC_008596.1|gene5304|MSMEG_5305
MSMEG_5307	operon_2348	NC_008596.1|gene5305|MSMEG_5307
MSMEG_5308	operon_2349	NC_008596.1|gene5306|MSMEG_5308
MSMEG_5309	operon_2350	NC_008596.1|gene5307|MSMEG_5309
MSMEG_5310	operon_2350	NC_008596.1|gene5308|MSMEG_5310
MSMEG_5311	operon_2350	NC_008596.1|gene5309|MSMEG_5311
MSMEG_5312	operon_2350	NC_008596.1|gene5310|MSMEG_5312
MSMEG_5313	operon_2350	NC_008596.1|gene5311|MSMEG_5313
MSMEG_5314	operon_2350	NC_008596.1|gene5312|MSMEG_5314
MSMEG_5315	operon_2350	NC_008596.1|gene5313|MSMEG_5315
MSMEG_5317	operon_2351	NC_008596.1|gene5314|MSMEG_5317
MSMEG_5316	operon_2352	NC_008596.1|gene5315|MSMEG_5316
MSMEG_5318	operon_2352	NC_008596.1|gene5316|MSMEG_5318
MSMEG_5319	operon_2353	NC_008596.1|gene5317|MSMEG_5319
MSMEG_5320	operon_2354	NC_008596.1|gene5318|MSMEG_5320
MSMEG_5321	operon_2354	NC_008596.1|gene5319|MSMEG_5321
MSMEG_5322	operon_2355	NC_008596.1|gene5320|MSMEG_5322
MSMEG_5323	operon_2356	NC_008596.1|gene5321|MSMEG_5323
MSMEG_5324	operon_2357	NC_008596.1|gene5322|MSMEG_5324
MSMEG_5326	operon_2358	NC_008596.1|gene5323|MSMEG_5326
MSMEG_5325	operon_2359	NC_008596.1|gene5324|MSMEG_5325
MSMEG_5327	operon_2360	NC_008596.1|gene5325|MSMEG_5327
MSMEG_5328	operon_2361	NC_008596.1|gene5326|MSMEG_5328
MSMEG_5329	operon_2362	NC_008596.1|gene5327|MSMEG_5329
MSMEG_5330	operon_2363	NC_008596.1|gene5328|MSMEG_5330
MSMEG_5331	operon_2363	NC_008596.1|gene5329|MSMEG_5331
MSMEG_5332	operon_2363	NC_008596.1|gene5330|MSMEG_5332
MSMEG_5333	operon_2364	NC_008596.1|gene5331|MSMEG_5333
MSMEG_5334	operon_2365	NC_008596.1|gene5332|MSMEG_5334
MSMEG_5335	operon_2366	NC_008596.1|gene5333|MSMEG_5335
MSMEG_5336	operon_2366	NC_008596.1|gene5334|MSMEG_5336
MSMEG_5337	operon_2366	NC_008596.1|gene5335|MSMEG_5337
MSMEG_5338	operon_2366	NC_008596.1|gene5336|MSMEG_5338
MSMEG_5339	operon_2367	NC_008596.1|gene5337|MSMEG_5339
MSMEG_5340	operon_2368	NC_008596.1|gene5338|MSMEG_5340
MSMEG_5341	operon_2369	NC_008596.1|gene5339|MSMEG_5341
MSMEG_5342	operon_2370	NC_008596.1|gene5340|MSMEG_5342
MSMEG_5343	operon_2370	NC_008596.1|gene5341|MSMEG_5343
MSMEG_5344	operon_2370	NC_008596.1|gene5342|MSMEG_5344
MSMEG_5345	operon_2371	NC_008596.1|gene5343|MSMEG_5345
MSMEG_5346	operon_2372	NC_008596.1|gene5344|MSMEG_5346
MSMEG_5347	operon_2373	NC_008596.1|gene5345|MSMEG_5347
MSMEG_5348	operon_2373	NC_008596.1|gene5346|MSMEG_5348
MSMEG_5349	operon_2373	NC_008596.1|gene5347|MSMEG_5349
MSMEG_5350	operon_2374	NC_008596.1|gene5348|MSMEG_5350
MSMEG_5351	operon_2374	NC_008596.1|gene5349|MSMEG_5351
MSMEG_5352	operon_2375	NC_008596.1|gene5350|MSMEG_5352
MSMEG_5353	operon_2376	NC_008596.1|gene5351|MSMEG_5353
MSMEG_5354	operon_2377	NC_008596.1|gene5352|MSMEG_5354
MSMEG_5355	operon_2378	NC_008596.1|gene5353|MSMEG_5355
MSMEG_5356	operon_2379	NC_008596.1|gene5354|MSMEG_5356
MSMEG_5357	operon_2380	NC_008596.1|gene5355|MSMEG_5357
MSMEG_5358	operon_2381	NC_008596.1|gene5356|MSMEG_5358
MSMEG_5359	operon_2381	NC_008596.1|gene5357|MSMEG_5359|cynS
MSMEG_5360	operon_2381	NC_008596.1|gene5358|MSMEG_5360
MSMEG_5361	operon_2381	NC_008596.1|gene5359|MSMEG_5361
MSMEG_5362	operon_2382	NC_008596.1|gene5360|MSMEG_5362
MSMEG_5363	operon_2382	NC_008596.1|gene5361|MSMEG_5363
MSMEG_5364	operon_2383	NC_008596.1|gene5362|MSMEG_5364
MSMEG_5365	operon_2383	NC_008596.1|gene5363|MSMEG_5365
MSMEG_5366	operon_2384	NC_008596.1|gene5364|MSMEG_5366
MSMEG_5367	operon_2384	NC_008596.1|gene5365|MSMEG_5367
MSMEG_5368	operon_2385	NC_008596.1|gene5366|MSMEG_5368|ehuB
MSMEG_5369	operon_2385	NC_008596.1|gene5367|MSMEG_5369|ehuC
MSMEG_5370	operon_2385	NC_008596.1|gene5368|MSMEG_5370|ehuD
MSMEG_5371	operon_2385	NC_008596.1|gene5369|MSMEG_5371|ehuA
MSMEG_5372	operon_2386	NC_008596.1|gene5370|MSMEG_5372
MSMEG_5373	operon_2386	NC_008596.1|gene5371|MSMEG_5373
MSMEG_5374	operon_2386	NC_008596.1|gene5372|MSMEG_5374
MSMEG_5375	operon_2386	NC_008596.1|gene5373|MSMEG_5375
MSMEG_5376	operon_2386	NC_008596.1|gene5374|MSMEG_5376
MSMEG_5377	operon_2387	NC_008596.1|gene5375|MSMEG_5377
MSMEG_5378	operon_2388	NC_008596.1|gene5376|MSMEG_5378
MSMEG_5379	operon_2389	NC_008596.1|gene5377|MSMEG_5379
MSMEG_5380	operon_2390	NC_008596.1|gene5378|MSMEG_5380
MSMEG_5382	operon_2391	NC_008596.1|gene5379|MSMEG_5382
MSMEG_5381	operon_2392	NC_008596.1|gene5380|MSMEG_5381
MSMEG_5383	operon_2393	NC_008596.1|gene5381|MSMEG_5383
MSMEG_5384	operon_2393	NC_008596.1|gene5382|MSMEG_5384
MSMEG_5385	operon_2393	NC_008596.1|gene5383|MSMEG_5385
MSMEG_5386	operon_2394	NC_008596.1|gene5384|MSMEG_5386
MSMEG_5387	operon_2394	NC_008596.1|gene5385|MSMEG_5387
MSMEG_5388	operon_2394	NC_008596.1|gene5386|MSMEG_5388
MSMEG_5390	operon_2394	NC_008596.1|gene5387|MSMEG_5390
MSMEG_5389	operon_2395	NC_008596.1|gene5388|MSMEG_5389
MSMEG_5391	operon_2396	NC_008596.1|gene5389|MSMEG_5391
MSMEG_5392	operon_2396	NC_008596.1|gene5390|MSMEG_5392|kdpA
MSMEG_5393	operon_2396	NC_008596.1|gene5391|MSMEG_5393|kdpB
MSMEG_5394	operon_2396	NC_008596.1|gene5392|MSMEG_5394
MSMEG_5395	operon_2396	NC_008596.1|gene5393|MSMEG_5395
MSMEG_5396	operon_2396	NC_008596.1|gene5394|MSMEG_5396
MSMEG_5397	operon_2397	NC_008596.1|gene5395|MSMEG_5397|recQ
MSMEG_5398	operon_2397	NC_008596.1|gene5396|MSMEG_5398
MSMEG_5399	operon_2397	NC_008596.1|gene5397|MSMEG_5399
MSMEG_5400	operon_2397	NC_008596.1|gene5398|MSMEG_5400
MSMEG_5401	operon_2397	NC_008596.1|gene5399|MSMEG_5401
MSMEG_5402	operon_2397	NC_008596.1|gene5400|MSMEG_5402
MSMEG_5404	operon_2398	NC_008596.1|gene5401|MSMEG_5404
MSMEG_5403	operon_2399	NC_008596.1|gene5402|MSMEG_5403|cadA
MSMEG_5405	operon_2400	NC_008596.1|gene5403|MSMEG_5405
MSMEG_5406	operon_2401	NC_008596.1|gene5404|MSMEG_5406
MSMEG_5407	operon_2402	NC_008596.1|gene5405|MSMEG_5407
MSMEG_5408	operon_2402	NC_008596.1|gene5406|MSMEG_5408|lgt
MSMEG_5409	operon_2403	NC_008596.1|gene5407|MSMEG_5409
MSMEG_5410	operon_2403	NC_008596.1|gene5408|MSMEG_5410
MSMEG_5411	operon_2403	NC_008596.1|gene5409|MSMEG_5411
MSMEG_5412	operon_2403	NC_008596.1|gene5410|MSMEG_5412
MSMEG_5413	operon_2404	NC_008596.1|gene5411|MSMEG_5413
MSMEG_5414	operon_2404	NC_008596.1|gene5412|MSMEG_5414
MSMEG_5415	operon_2404	NC_008596.1|gene5413|MSMEG_5415|eno
MSMEG_5416	operon_2404	NC_008596.1|gene5414|MSMEG_5416
MSMEG_5417	operon_2405	NC_008596.1|gene5415|MSMEG_5417
MSMEG_5418	operon_2405	NC_008596.1|gene5416|MSMEG_5418
MSMEG_5419	operon_2405	NC_008596.1|gene5417|MSMEG_5419
MSMEG_5420	operon_2405	NC_008596.1|gene5418|MSMEG_5420
MSMEG_5421	operon_2406	NC_008596.1|gene5419|MSMEG_5421
MSMEG_5422	operon_2407	NC_008596.1|gene5420|MSMEG_5422
MSMEG_5423	operon_2407	NC_008596.1|gene5421|MSMEG_5423|mfd
MSMEG_5424	operon_2407	NC_008596.1|gene5422|MSMEG_5424
MSMEG_5425	operon_2408	NC_008596.1|gene5423|MSMEG_5425
MSMEG_5426	operon_2408	NC_008596.1|gene5424|MSMEG_5426|glmU
MSMEG_5427	operon_2408	NC_008596.1|gene5425|MSMEG_5427
MSMEG_5428	operon_2408	NC_008596.1|gene5426|MSMEG_5428|arsC
MSMEG_5429	operon_2408	NC_008596.1|gene5427|MSMEG_5429
MSMEG_5430	operon_2408	NC_008596.1|gene5428|MSMEG_5430
MSMEG_5431	operon_2409	NC_008596.1|gene5429|MSMEG_5431
MSMEG_5432	operon_2409	NC_008596.1|gene5430|MSMEG_5432|pth
MSMEG_5433	operon_2410	NC_008596.1|gene5431|MSMEG_5433
MSMEG_5434	operon_2411	NC_008596.1|gene5432|MSMEG_5434
MSMEG_5435	operon_2412	NC_008596.1|gene5433|MSMEG_5435
MSMEG_5436	operon_2413	NC_008596.1|gene5434|MSMEG_5436|ispE
MSMEG_5437	operon_2414	NC_008596.1|gene5435|MSMEG_5437
MSMEG_5438	operon_2415	NC_008596.1|gene5436|MSMEG_5438|ksgA
MSMEG_5439	operon_2415	NC_008596.1|gene5437|MSMEG_5439
MSMEG_5440	operon_2415	NC_008596.1|gene5438|MSMEG_5440
MSMEG_5441	operon_2416	NC_008596.1|gene5439|MSMEG_5441|metG
MSMEG_5442	operon_2416	NC_008596.1|gene5440|MSMEG_5442
MSMEG_5443	operon_2416	NC_008596.1|gene5441|MSMEG_5443
MSMEG_5444	operon_2416	NC_008596.1|gene5442|MSMEG_5444
MSMEG_5446	operon_2416	NC_008596.1|gene5443|MSMEG_5446|pabB
MSMEG_5445	operon_2417	NC_008596.1|gene5444|MSMEG_5445
MSMEG_5447	operon_2418	NC_008596.1|gene5445|MSMEG_5447
MSMEG_5449	operon_2419	NC_008596.1|gene5446|MSMEG_5449
MSMEG_5448	operon_2420	NC_008596.1|gene5447|MSMEG_5448|arcA
MSMEG_5450	operon_2421	NC_008596.1|gene5448|MSMEG_5450|soxR
MSMEG_5451	operon_2421	NC_008596.1|gene5449|MSMEG_5451
MSMEG_5452	operon_2422	NC_008596.1|gene5450|MSMEG_5452
MSMEG_5453	operon_2422	NC_008596.1|gene5451|MSMEG_5453
MSMEG_5454	operon_2423	NC_008596.1|gene5452|MSMEG_5454
MSMEG_5455	operon_2424	NC_008596.1|gene5453|MSMEG_5455
MSMEG_5456	operon_2425	NC_008596.1|gene5454|MSMEG_5456
MSMEG_5457	operon_2426	NC_008596.1|gene5455|MSMEG_5457
MSMEG_5458	operon_2426	NC_008596.1|gene5456|MSMEG_5458
MSMEG_5459	operon_2426	NC_008596.1|gene5457|MSMEG_5459
MSMEG_5460	operon_2426	NC_008596.1|gene5458|MSMEG_5460
MSMEG_5461	operon_2426	NC_008596.1|gene5459|MSMEG_5461
MSMEG_5462	operon_2427	NC_008596.1|gene5460|MSMEG_5462|rarD
MSMEG_5463	operon_2427	NC_008596.1|gene5461|MSMEG_5463
MSMEG_5464	operon_2427	NC_008596.1|gene5462|MSMEG_5464
MSMEG_5466	operon_2427	NC_008596.1|gene5463|MSMEG_5466
MSMEG_5465	operon_2428	NC_008596.1|gene5464|MSMEG_5465
MSMEG_5467	operon_2429	NC_008596.1|gene5465|MSMEG_5467
MSMEG_5468	operon_2429	NC_008596.1|gene5466|MSMEG_5468
MSMEG_5469	operon_2430	NC_008596.1|gene5467|MSMEG_5469
MSMEG_5470	operon_2430	NC_008596.1|gene5468|MSMEG_5470
MSMEG_5471	operon_2430	NC_008596.1|gene5469|MSMEG_5471|galU
MSMEG_5472	operon_2431	NC_008596.1|gene5470|MSMEG_5472
MSMEG_5473	operon_2431	NC_008596.1|gene5471|MSMEG_5473
MSMEG_5474	operon_2431	NC_008596.1|gene5472|MSMEG_5474
MSMEG_5475	operon_2432	NC_008596.1|gene5473|MSMEG_5475
MSMEG_5476	operon_2432	NC_008596.1|gene5474|MSMEG_5476|gcl
MSMEG_5477	operon_2432	NC_008596.1|gene5475|MSMEG_5477
MSMEG_5478	operon_2432	NC_008596.1|gene5476|MSMEG_5478
MSMEG_5479	operon_2433	NC_008596.1|gene5477|MSMEG_5479
MSMEG_5481	operon_2434	NC_008596.1|gene5478|MSMEG_5481
MSMEG_5480	operon_2435	NC_008596.1|gene5479|MSMEG_5480
MSMEG_5482	operon_2436	NC_008596.1|gene5480|MSMEG_5482|mscL
MSMEG_5483	operon_2437	NC_008596.1|gene5481|MSMEG_5483
MSMEG_5484	operon_2438	NC_008596.1|gene5482|MSMEG_5484
MSMEG_5485	operon_2439	NC_008596.1|gene5483|MSMEG_5485
MSMEG_5486	operon_2439	NC_008596.1|gene5484|MSMEG_5486
MSMEG_5487	operon_2440	NC_008596.1|gene5485|MSMEG_5487
MSMEG_5488	operon_2440	NC_008596.1|gene5486|MSMEG_5488
MSMEG_5489	operon_2441	NC_008596.1|gene5487|MSMEG_5489|rpmF
MSMEG_5490	operon_2442	NC_008596.1|gene5488|MSMEG_5490
MSMEG_5491	operon_2442	NC_008596.1|gene5489|MSMEG_5491
MSMEG_5492	operon_2442	NC_008596.1|gene5490|MSMEG_5492
MSMEG_5493	operon_2442	NC_008596.1|gene5491|MSMEG_5493
MSMEG_5494	operon_2442	NC_008596.1|gene5492|MSMEG_5494
MSMEG_5495	operon_2442	NC_008596.1|gene5493|MSMEG_5495
MSMEG_5496	operon_2442	NC_008596.1|gene5494|MSMEG_5496
