locus_tag	old_locus_tag	gene	Name	start	end	strand	product	note	type	ID	NCBI
MSMEG_5308	MSMEG_5308		MSMEG_5308	5398656	5399762	-	hypothetical protein		gene	gene5306	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5308
MSMEG_5309	MSMEG_5309		MSMEG_5309	5400142	5400870	-	hypothetical protein		gene	gene5307	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5309
MSMEG_5310	MSMEG_5310		MSMEG_5310	5400867	5401676	-	SAM-dependent methyltransferase		gene	gene5308	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5310
MSMEG_5311	MSMEG_5311		MSMEG_5311	5401673	5402452	-	hypothetical protein		gene	gene5309	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5311
MSMEG_5312	MSMEG_5312		MSMEG_5312	5402449	5403156	-	multidrug ABC transporter ATPase	identified by match to protein family HMM PF00005	gene	gene5310	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5312
MSMEG_5313	MSMEG_5313		MSMEG_5313	5403153	5403605	-	hypothetical protein		gene	gene5311	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5313
MSMEG_5314	MSMEG_5314		MSMEG_5314	5403732	5404646	-	hypothetical protein		gene	gene5312	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5314
MSMEG_5315	MSMEG_5315		MSMEG_5315	5404783	5405610	-	gp35 protein	identified by match to protein family HMM PF01471%3B match to protein family HMM PF01510	gene	gene5313	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5315
MSMEG_5316	MSMEG_5316		MSMEG_5316	5406434	5407207	-	glutamine ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005	gene	gene5315	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5316
MSMEG_5317	MSMEG_5317		MSMEG_5317	5405691	5406437	+	hypothetical protein		gene	gene5314	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5317
MSMEG_5318	MSMEG_5318		MSMEG_5318	5407204	5408610	-	glutamine ABC transporter permease/substrate-binding protein	identified by match to protein family HMM PF00497%3B match to protein family HMM PF00528%3B match to protein family HMM TIGR01726	gene	gene5316	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5318
MSMEG_5319	MSMEG_5319		MSMEG_5319	5408767	5409213	-	alkylhydroperoxidase	identified by match to protein family HMM PF02627%3B match to protein family HMM TIGR00778	gene	gene5317	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5319
MSMEG_5320	MSMEG_5320		MSMEG_5320	5409212	5409379	+	hypothetical protein		gene	gene5318	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5320
MSMEG_5321	MSMEG_5321		MSMEG_5321	5409376	5409696	+	hypothetical protein		gene	gene5319	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5321
MSMEG_5322	MSMEG_5322		MSMEG_5322	5409749	5411089	-	hypothetical protein		gene	gene5320	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5322
MSMEG_5323	MSMEG_5323		MSMEG_5323	5411574	5412371	-	hypothetical protein		gene	gene5321	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5323
MSMEG_5324	MSMEG_5324		MSMEG_5324	5412499	5413248	-	hypothetical protein		gene	gene5322	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5324
MSMEG_5325	MSMEG_5325		MSMEG_5325	5413309	5413632	-	hypothetical protein		gene	gene5324	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5325
MSMEG_5326	MSMEG_5326		MSMEG_5326	5413234	5413683	+	hypothetical protein		gene	gene5323	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5326
MSMEG_5327	MSMEG_5327		MSMEG_5327	5413873	5414196	+	hypothetical protein		gene	gene5325	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5327
MSMEG_5328	MSMEG_5328		MSMEG_5328	5414528	5414827	+	hypothetical protein		gene	gene5326	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5328
MSMEG_5329	MSMEG_5329		MSMEG_5329	5414886	5415626	-	hypothetical protein	identified by match to protein family HMM PF01169	gene	gene5327	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5329
MSMEG_5330	MSMEG_5330		MSMEG_5330	5415960	5416961	-	SIS domain-containing protein	identified by match to protein family HMM PF01380	gene	gene5328	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5330
MSMEG_5331	MSMEG_5331		MSMEG_5331	5416958	5419464	-		UDP-glucoronosyl and UDP-glucosyl transferase family%3B this gene contains a frame shift which is not the result of sequencing error%3B identified by match to protein family HMM PF00201%3B match to protein family HMM PF04101	gene	gene5329	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5331
MSMEG_5332	MSMEG_5332		MSMEG_5332	5419476	5420084	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene5330	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5332
MSMEG_5333	MSMEG_5333		MSMEG_5333	5420232	5420573	+	hypothetical protein		gene	gene5331	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5333
MSMEG_5334	MSMEG_5334		MSMEG_5334	5420674	5421282	-	hypothetical protein		gene	gene5332	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5334
MSMEG_5335	MSMEG_5335		MSMEG_5335	5421419	5422666	-	formamidase	identified by match to protein family HMM PF03069	gene	gene5333	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5335
MSMEG_5336	MSMEG_5336		MSMEG_5336	5422683	5423324	-	amidate substrates transporter protein	identified by match to protein family HMM PF02293	gene	gene5334	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5336
MSMEG_5337	MSMEG_5337		MSMEG_5337	5423270	5423613	-		regulatory protein%2C FmdB family%3B this gene contains a frame shift which is not the result of sequencing error%3B identified by match to protein family HMM TIGR02605	gene	gene5335	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5337
MSMEG_5338	MSMEG_5338		MSMEG_5338	5423695	5424123	-	MarR family transcriptional regulator	identified by match to protein family HMM PF01047	gene	gene5336	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5338
MSMEG_5339	MSMEG_5339		MSMEG_5339	5424226	5425299	+	nitrile hydratase regulator1		gene	gene5337	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5339
MSMEG_5340	MSMEG_5340		MSMEG_5340	5425307	5425912	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene5338	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5340
MSMEG_5341	MSMEG_5341		MSMEG_5341	5426007	5427203	+	dipeptidyl aminopeptidase/acylaminoacyl peptidase	identified by match to protein family HMM PF00561	gene	gene5339	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5341
MSMEG_5342	MSMEG_5342		MSMEG_5342	5427211	5427540	-	hypothetical protein		gene	gene5340	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5342
MSMEG_5343	MSMEG_5343		MSMEG_5343	5427543	5427890	-	hypothetical protein		gene	gene5341	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5343
MSMEG_5344	MSMEG_5344		MSMEG_5344	5427953	5428183	-	hypothetical protein		gene	gene5342	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5344
MSMEG_5345	MSMEG_5345		MSMEG_5345	5428272	5429072	+	glycosyl hydrolase family protein	identified by match to protein family HMM PF00722	gene	gene5343	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5345
MSMEG_5346	MSMEG_5346		MSMEG_5346	5429236	5429868	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene5344	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5346
MSMEG_5347	MSMEG_5347		MSMEG_5347	5430067	5431389	+	transporter major facilitator family protein	identified by match to protein family HMM PF07690	gene	gene5345	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5347
MSMEG_5348	MSMEG_5348		MSMEG_5348	5431409	5433004	+	medium-chain fatty acid-CoA ligase	identified by match to protein family HMM PF00501	gene	gene5346	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5348
MSMEG_5349	MSMEG_5349		MSMEG_5349	5433042	5433650	+	hypothetical protein	identified by match to protein family HMM TIGR03083	gene	gene5347	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5349
MSMEG_5350	MSMEG_5350		MSMEG_5350	5433830	5435251	-	PPE family protein		gene	gene5348	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5350
MSMEG_5351	MSMEG_5351		MSMEG_5351	5435376	5435558	-	hypothetical protein		gene	gene5349	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5351
MSMEG_5352	MSMEG_5352		MSMEG_5352	5435666	5435977	+	hypothetical protein		gene	gene5350	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5352
MSMEG_5353	MSMEG_5353		MSMEG_5353	5435982	5436746	-	methyltransferase		gene	gene5351	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5353
MSMEG_5354	MSMEG_5354		MSMEG_5354	5436911	5437936	+	O-methyltransferase%2C family protein 2	identified by match to protein family HMM PF00891	gene	gene5352	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5354
MSMEG_5355	MSMEG_5355		MSMEG_5355	5437985	5438560	-	hypothetical protein		gene	gene5353	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5355
MSMEG_5356	MSMEG_5356		MSMEG_5356	5438797	5439021	-	hypothetical protein		gene	gene5354	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5356
MSMEG_5357	MSMEG_5357		MSMEG_5357	5439081	5439218	+	hypothetical protein		gene	gene5355	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5357
MSMEG_5358	MSMEG_5358		MSMEG_5358	5439246	5440604	-	acetamidase/formamidase	identified by match to protein family HMM PF03069%3B match to protein family HMM TIGR01409	gene	gene5356	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5358
MSMEG_5359	MSMEG_5359	cynS	cynS	5440718	5441167	-	cyanate hydratase	catalyzes the reaction of cyanate and bicarbonate to produce ammonia and carbon dioxide	gene	gene5357	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5359
MSMEG_5360	MSMEG_5360		MSMEG_5360	5441164	5442024	-	formate/nitrate transporter	identified by match to protein family HMM PF01226	gene	gene5358	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5360
MSMEG_5361	MSMEG_5361		MSMEG_5361	5442132	5442812	-	hypothetical protein		gene	gene5359	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5361
MSMEG_5362	MSMEG_5362		MSMEG_5362	5442231	5442995	+	hypothetical protein		gene	gene5360	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5362
MSMEG_5363	MSMEG_5363		MSMEG_5363	5442992	5443366	+	hypothetical protein		gene	gene5361	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5363
MSMEG_5364	MSMEG_5364		MSMEG_5364	5443516	5444469	-	amidohydrolase	identified by match to protein family HMM PF04909	gene	gene5362	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5364
MSMEG_5365	MSMEG_5365		MSMEG_5365	5444594	5444881	-	RNA polymerase sigma-70 factor		gene	gene5363	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5365
MSMEG_5366	MSMEG_5366		MSMEG_5366	5444953	5445444	+	hypothetical protein		gene	gene5364	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5366
MSMEG_5367	MSMEG_5367		MSMEG_5367	5445359	5445898	+		conserved hypothetical protein%3B this gene contains a frame shift which is not the result of sequencing error	gene	gene5365	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5367
MSMEG_5368	MSMEG_5368	ehuB	ehuB	5446146	5447081	+	ectoine/hydroxyectoine ABC transporter solute-binding protein	identified by match to protein family HMM PF00497%3B match to protein family HMM TIGR02995	gene	gene5366	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5368
MSMEG_5369	MSMEG_5369	ehuC	ehuC	5447086	5447784	+	ectoine/hydroxyectoine ABC transporter permease EhuC	identified by match to protein family HMM PF00528%3B match to protein family HMM TIGR01726%3B match to protein family HMM TIGR03004	gene	gene5367	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5369
MSMEG_5370	MSMEG_5370	ehuD	ehuD	5447781	5448449	+	ectoine/hydroxyectoine ABC transporter permease EhuD	identified by match to protein family HMM PF00528%3B match to protein family HMM TIGR01726%3B match to protein family HMM TIGR03003	gene	gene5368	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5370
MSMEG_5371	MSMEG_5371	ehuA	ehuA	5448466	5449230	+	ectoine/hydroxyectoine ABC transporter ATP-binding protein	identified by match to protein family HMM PF00005%3B match to protein family HMM TIGR03005	gene	gene5369	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5371
MSMEG_5372	MSMEG_5372		MSMEG_5372	5449234	5451729	-	sensor protein KdpD	identified by match to protein family HMM PF00512%3B match to protein family HMM PF00582%3B match to protein family HMM PF02518%3B match to protein family HMM PF02702	gene	gene5370	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5372
MSMEG_5373	MSMEG_5373		MSMEG_5373	5451846	5452871	-	nitrilase 2	identified by match to protein family HMM PF00795	gene	gene5371	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5373
MSMEG_5374	MSMEG_5374		MSMEG_5374	5452917	5454350	-	glutamate--ammonia ligase	identified by match to protein family HMM PF00120	gene	gene5372	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5374
MSMEG_5375	MSMEG_5375		MSMEG_5375	5454493	5455191	-	GntR family transcriptional regulator	identified by match to protein family HMM PF00392%3B match to protein family HMM PF07729	gene	gene5373	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5375
MSMEG_5376	MSMEG_5376		MSMEG_5376	5455289	5455684	-	hypothetical protein	identified by match to protein family HMM PF04075%3B match to protein family HMM TIGR00026	gene	gene5374	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5376
MSMEG_5377	MSMEG_5377		MSMEG_5377	5456127	5456711	-	hypothetical protein		gene	gene5375	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5377
MSMEG_5378	MSMEG_5378		MSMEG_5378	5456430	5457752	+	IS1096%2C tnpA protein	identified by similarity to GP:150005%3B match to protein family HMM PF01610	gene	gene5376	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5378
MSMEG_5379	MSMEG_5379		MSMEG_5379	5457760	5458461	-	IS1096%2C tnpR protein	identified by similarity to GP:150004%3B match to protein family HMM PF07929	gene	gene5377	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5379
MSMEG_5380	MSMEG_5380		MSMEG_5380	5458911	5458984	-	tRNA-Leu		tRNA	gene5378	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5380
MSMEG_5381	MSMEG_5381		MSMEG_5381	5461316	5462167	-	hypothetical protein		gene	gene5380	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5381
MSMEG_5382	MSMEG_5382		MSMEG_5382	5459930	5462753	+		hypothetical protein%3B this gene contains a frame shift which is not the result of sequencing error%3B identified by Glimmer2	gene	gene5379	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5382
MSMEG_5383	MSMEG_5383		MSMEG_5383	5462776	5463546	-	dehydrogenase/reductase SDR family protein member 4	identified by match to protein family HMM PF00106	gene	gene5381	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5383
MSMEG_5384	MSMEG_5384		MSMEG_5384	5463546	5463671	-	hypothetical protein		gene	gene5382	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5384
MSMEG_5385	MSMEG_5385		MSMEG_5385	5463644	5465023	-	metallo-beta-lactamase	identified by match to protein family HMM PF00581%3B match to protein family HMM PF00753	gene	gene5383	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5385
MSMEG_5386	MSMEG_5386		MSMEG_5386	5465174	5465761	+	rhodanese-like domain-containing protein	identified by match to protein family HMM PF00581	gene	gene5384	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5386
MSMEG_5387	MSMEG_5387		MSMEG_5387	5465768	5466640	+	hypothetical protein	identified by match to protein family HMM PF01925	gene	gene5385	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5387
MSMEG_5388	MSMEG_5388		MSMEG_5388	5466725	5466973	+	hypothetical protein	identified by match to protein family HMM PF02583	gene	gene5386	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5388
MSMEG_5389	MSMEG_5389		MSMEG_5389	5467389	5468102	-	LysA protein		gene	gene5388	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5389
MSMEG_5390	MSMEG_5390		MSMEG_5390	5466991	5467392	+	hypothetical protein	identified by match to protein family HMM PF03625	gene	gene5387	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5390
MSMEG_5391	MSMEG_5391		MSMEG_5391	5468304	5468513	+	hypothetical protein		gene	gene5389	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5391
MSMEG_5392	MSMEG_5392	kdpA	kdpA	5468513	5470183	+	potassium-transporting ATPase A	catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions	gene	gene5390	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5392
MSMEG_5393	MSMEG_5393	kdpB	kdpB	5470183	5472330	+	potassium-transporting ATPase subunit B	One of the components of the high-affinity ATP-driven potassium transport (or KDP) system%2C which catalyzes the hydrolysis of ATP coupled with the exchange of hydrogen and potassium ions	gene	gene5391	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5393
MSMEG_5394	MSMEG_5394		MSMEG_5394	5472332	5473198	+	potassium-transporting ATPase subunit C	identified by match to protein family HMM PF02669	gene	gene5392	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5394
MSMEG_5395	MSMEG_5395		MSMEG_5395	5473206	5475725	+	sensor protein KdpD	identified by match to protein family HMM PF00512%3B match to protein family HMM PF00582%3B match to protein family HMM PF02518%3B match to protein family HMM PF02702	gene	gene5393	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5395
MSMEG_5396	MSMEG_5396		MSMEG_5396	5475722	5476414	+	KDP operon transcriptional regulatory protein KdpE	identified by match to protein family HMM PF00072%3B match to protein family HMM PF00486	gene	gene5394	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5396
MSMEG_5397	MSMEG_5397	recQ	recQ	5476470	5477615	-	ATP-dependent DNA helicase RecQ	identified by match to protein family HMM PF00271	gene	gene5395	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5397
MSMEG_5398	MSMEG_5398		MSMEG_5398	5477639	5479006	-	ISMsm4%2C transposase	identified by similarity to GP:150005%3B match to protein family HMM PF01610	gene	gene5396	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5398
MSMEG_5399	MSMEG_5399		MSMEG_5399	5479025	5479549	-	ATP-dependent DNA helicase RecQ	identified by match to protein family HMM PF00270	gene	gene5397	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5399
MSMEG_5400	MSMEG_5400		MSMEG_5400	5479546	5481138	-	dehydrogenase	identified by match to protein family HMM PF01266%3B match to protein family HMM PF01593	gene	gene5398	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5400
MSMEG_5401	MSMEG_5401		MSMEG_5401	5481135	5481614	-	hypothetical protein		gene	gene5399	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5401
MSMEG_5402	MSMEG_5402		MSMEG_5402	5481632	5482420	-	dehydrogenase DhgA	identified by match to protein family HMM PF00106%3B match to protein family HMM PF01370	gene	gene5400	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5402
MSMEG_5403	MSMEG_5403	cadA	cadA	5484398	5486341	-	cadmium-translocating P-type ATPase	identified by match to protein family HMM PF00122%3B match to protein family HMM PF00702%3B match to protein family HMM TIGR01494%3B match to protein family HMM TIGR01512%3B match to protein family HMM TIGR01525	gene	gene5402	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5403
MSMEG_5404	MSMEG_5404		MSMEG_5404	5482552	5484423	+	propionate--CoA ligase	identified by match to protein family HMM PF00501	gene	gene5401	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5404
MSMEG_5405	MSMEG_5405		MSMEG_5405	5486438	5486791	+	ArsR family transcriptional regulator	identified by match to protein family HMM PF01022	gene	gene5403	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5405
MSMEG_5406	MSMEG_5406		MSMEG_5406	5487002	5487118	+	hypothetical protein		gene	gene5404	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5406
MSMEG_5407	MSMEG_5407		MSMEG_5407	5487241	5487942	+	integral membrane protein		gene	gene5405	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5407
MSMEG_5408	MSMEG_5408	lgt	lgt	5487967	5488752	+	prolipoprotein diacylglyceryl transferase	identified by match to protein family HMM PF01790	gene	gene5406	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5408
MSMEG_5409	MSMEG_5409		MSMEG_5409	5489073	5489366	+	hypothetical protein		gene	gene5407	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5409
MSMEG_5410	MSMEG_5410		MSMEG_5410	5489368	5490936	+	radical SAM domain-containing protein	identified by match to protein family HMM PF04055	gene	gene5408	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5410
MSMEG_5411	MSMEG_5411		MSMEG_5411	5490933	5491193	+	hypothetical protein		gene	gene5409	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5411
MSMEG_5412	MSMEG_5412		MSMEG_5412	5491336	5492376	+	immunogenic protein MPT63		gene	gene5410	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5412
MSMEG_5413	MSMEG_5413		MSMEG_5413	5492439	5493389	-	exopolyphosphatase	identified by match to protein family HMM PF02541	gene	gene5411	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5413
MSMEG_5414	MSMEG_5414		MSMEG_5414	5493380	5494549	-	septum formation initiator subfamily protein	identified by match to protein family HMM PF04417%3B match to protein family HMM PF04977	gene	gene5412	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5414
MSMEG_5415	MSMEG_5415	eno	eno	5494583	5495866	-	phosphopyruvate hydratase	enolase%3B catalyzes the formation of phosphoenolpyruvate from 2-phospho-D-glycerate in glycolysis	gene	gene5413	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5415
MSMEG_5416	MSMEG_5416		MSMEG_5416	5495931	5496605	-	LpqU protein		gene	gene5414	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5416
MSMEG_5417	MSMEG_5417		MSMEG_5417	5496611	5496763	+	hypothetical protein		gene	gene5415	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5417
MSMEG_5418	MSMEG_5418		MSMEG_5418	5496846	5497778	+	iron permease	identified by match to protein family HMM PF03239	gene	gene5416	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5418
MSMEG_5419	MSMEG_5419		MSMEG_5419	5497775	5498948	+		lipoprotein%3B this gene contains a frame shift which is not the result of sequencing error%3B identified by match to protein family HMM PF04302	gene	gene5417	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5419
MSMEG_5420	MSMEG_5420		MSMEG_5420	5498980	5500266	+	Tat-translocated enzyme	identified by match to protein family HMM PF04261%3B match to protein family HMM TIGR01409%3B match to protein family HMM TIGR01412%3B match to protein family HMM TIGR01413	gene	gene5418	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5420
MSMEG_5421	MSMEG_5421		MSMEG_5421	5501007	5503937	+	hypothetical protein		gene	gene5419	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5421
MSMEG_5422	MSMEG_5422		MSMEG_5422	5504059	5505033	-	nucleoside triphosphate pyrophosphohydrolase	functions in degradation of stringent response intracellular messenger ppGpp%3B in Escherichia coli this gene is co-transcribed with the toxin/antitoxin genes mazEF%3B activity of MazG is inhibited by MazEF in vitro%3B ppGpp inhibits mazEF expression%3B MazG thus works in limiting the toxic activity of the MazF toxin induced during starvation%3B MazG also interacts with the GTPase Era	gene	gene5420	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5422
MSMEG_5423	MSMEG_5423	mfd	mfd	5505030	5508677	-	transcription-repair coupling factor	identified by similarity to SP:P37474%3B match to protein family HMM PF00270%3B match to protein family HMM PF00271%3B match to protein family HMM PF02559%3B match to protein family HMM PF03461%3B match to protein family HMM TIGR00580	gene	gene5421	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5423
MSMEG_5424	MSMEG_5424		MSMEG_5424	5508726	5509340	-	TetR family transcriptional regulator	identified by match to protein family HMM PF00440	gene	gene5422	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5424
MSMEG_5425	MSMEG_5425		MSMEG_5425	5509404	5509475	+	tRNA-Gln		tRNA	gene5423	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5425
MSMEG_5426	MSMEG_5426	glmU	glmU	5509565	5511013	+	bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	forms a homotrimer%3B catalyzes the acetylation of glucosamine-1-phosphate and uridylation of N-acetylglucosamine-1-phosphate to produce UDP-GlcNAc%3B function in cell wall synthesis	gene	gene5424	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5426
MSMEG_5427	MSMEG_5427		MSMEG_5427	5511115	5512095	+	ribose-phosphate pyrophosphokinase	catalyzes the formation of 5-phospho-alpha-D-ribose 1-phosphate from D-ribose 5-phosphate and ATP	gene	gene5425	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5427
MSMEG_5428	MSMEG_5428	arsC	arsC	5512096	5512443	+	arsenate reductase	identified by match to protein family HMM PF03960%3B match to protein family HMM TIGR00014	gene	gene5426	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5428
MSMEG_5429	MSMEG_5429		MSMEG_5429	5512458	5513096	+	LpqT protein		gene	gene5427	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5429
MSMEG_5430	MSMEG_5430		MSMEG_5430	5513126	5513998	+	retinol dehydrogenase 13	identified by match to protein family HMM PF00106	gene	gene5428	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5430
MSMEG_5431	MSMEG_5431		MSMEG_5431	5514158	5514805	+	50S ribosomal protein L25	the Ctc family of proteins consists of two types%2C one that contains the N-terminal ribosomal protein L25 domain only which in Escherichia coli binds the 5S rRNA while a subset of proteins contain a C-terminal extension that is involved in the stress response	gene	gene5429	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5431
MSMEG_5432	MSMEG_5432	pth	pth	5514818	5515393	+	peptidyl-tRNA hydrolase	Enables the recycling of peptidyl-tRNAs produced at termination of translation	gene	gene5430	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5432
MSMEG_5433	MSMEG_5433		MSMEG_5433	5515581	5516618	-	4Fe-4S ferredoxin	identified by match to protein family HMM PF00037	gene	gene5431	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5433
MSMEG_5434	MSMEG_5434		MSMEG_5434	5516811	5517245	+	hypothetical protein		gene	gene5432	http://www.ncbi.nlm.nih.gov/gene/?term=MSMEG_5434
